Title;Category;Rating;Price;Duration;Skills;Number of viewers;Instructors;Language;Site;Course Type;Courses
How to Become an ACNC Registered Charity;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Protect the Protest: Using Our Rights to Freedom of Assembly and Expression;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Reporting Obligations of Your Charity Part A: Overview and Basic Financial Skills;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
How Well Does International Human Rights Law Serve Marginalised People?;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Human Rights, Ways of Life, and the Future;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
What is International Human Rights Law?;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
How Politics Works: From the Individual to an International Scale;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Introduction to Home Ownership and Mortgages;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Tackling Modern Slavery: An Introduction;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Introduction to Business Law;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
AI for Legal Professionals (I): Law and Policy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Gender-Based Violence: Responding to Intimate Partner Violence and Abuse;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Introduction to Criminology;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Decoding Forensics for Legal Professionals;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Forensic Mental Health and Criminal Justice;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Inside the UK Supreme Court: Its Role, Its Work, and Cases that Affect Us All;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Jurisprudence: Introduction to the Philosophy of Law;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Cyber Crime Investigation;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Cyber Security Incident Response for Managers;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Introduction to Digital Forensics: Malware Analysis and Investigations;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Practical: Cyber Investigator;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Practical: Malware Analysis and Investigations;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
How Well Does International Human Rights Law Serve Marginalised People?;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Human Rights, Ways of Life, and the Future;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Understanding the GDPR;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
What is International Human Rights Law?;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
How to Become a Police Officer in England and Wales;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Introduction to Health and Medical Law;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Protecting Health Data in the Modern Age: Getting to Grips with the GDPR;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Drafting and Negotiating Commercial Contracts: A guide to contract law for non-lawyers ;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Defending Dignity: The Universal Declaration of Human Rights;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
From Crime to Punishment: an Introduction to Criminal Justice;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Policing and Protest in Manchester: The Moss Side Riots;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Introduction to Studying Law;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Drone Safety for Managers (Australia);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Drone Safety for Managers (India);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Drone Safety for Managers (Latin America);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Drone Safety for Managers (UK);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Prison Health: Managing Outbreaks of Tuberculosis in Prisons;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Forensic Facial Reconstruction: Finding Mr. X;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
How to Become a Lawyer;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Introduction to Innovation and Technology in Legal Services;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
The Laws of Digital Data, Content and Artificial Intelligence (AI);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Human Rights and International Criminal Law: An Introduction;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Mergers and Acquisitions: Structuring the Deal;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;58 Courses
Railway History: The Rise of the Railway Station;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
A Beginner’s Guide to Film Genres;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Start Writing Fiction;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
旅する書物：日本とヨーロッパの歴史のなかで;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Discover Chinese Drama: Understanding 'The Injustice to Dou E';Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Fairy Tales: Meanings, Messages, and Morals;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
What Does It Mean to Be Human? An Introduction to the Humanities;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
What Is Poetry? An Introduction to Literary Analysis;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
William Wordsworth: Poetry, People and Place;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Samuel Johnson’s Rasselas: An Introduction;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
How to Read French Poetry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
An Introduction to Screenwriting;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Shakespeare's Language: Revealing Meanings and Exploring Myths;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Poetry: How to Read a Poem;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Pictures of Youth: An Introduction to Children’s Visual Culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Literature in the Digital Age: from Close Reading to Distant Reading;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
The Art of Washi Paper in Japanese Rare Books;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Literature of the English Country House;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Shakespeare: Context and Stagecraft;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Sino-Japanese Interactions  Through Rare Books;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Introduction to Korean Philosophy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
The Book of Kells: Exploring an Irish Medieval Masterpiece;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Japanese Culture Through Rare Books;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Shakespeare: Print and Performance;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
A Beginner’s Guide to Corporate Social Responsibility;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Ecology and Wildlife Conservation;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Food Science and Nutrition: From the Farm to You;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Planet Earth: Understanding and Protecting our Environment;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Reducing Carbon Footprints: Taking Action for a Sustainable Future;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Transport Systems: Global Issues and Future Innovations;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Achieving Transitions to Zero Carbon Emissions and Sustainable Urban Mobility;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Chemical Engineering: Shaping a Sustainable Future;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Sustainability: An Introduction to ESG (Environmental, Social and Governance);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Compassion in Fashion: Sustainability and the Global Fur Trade;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Understanding and Measuring the Earth’s Energy Imbalance;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Historic Landscape Archaeology: Approaches, Methods and Beneficiaries;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Ecopedagogy for Beginners: Putting Climate Change Education Into Action;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Environmental Challenges: Scarcity and Conflict in the Natural Environment;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Unleash Your Potential: Sustainable Futures;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Environmental Challenges: Human Impact in the Natural Environment;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Learning for a Sustainable Future;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Transformando la Movilidad Urbana: Componentes de la Planeación del Transporte para Ciudades Sostenibles;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Environmental Challenges: Hierarchy in Property Rights;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Using Systems Thinking to Tackle the Climate and Biodiversity Crisis;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Environmental Challenges: Rights and Values in Ecosystem Services;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Moons;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Agriculture and Nutrition;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
From Waste to Value: How to Tackle Food Waste;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Climate and Energy: An Interdisciplinary Perspective;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Environmental Challenges: Justice in Natural Resource Management;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Organising for the Sustainable Development Goals (SDGs);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
A Just Transition to a Low-Carbon Economy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Humanitarian Action, Response and Relief;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
The Great Sustainability Transition: Global Challenges, Local Actions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
The Impacts of Tourism;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Sustainable Management in the Extractive Industry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Openness in Science and Innovation;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Animal Feed Production: Feed Quality;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Animal Feed Production: Feed Safety;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Circular Business Models for Sustainable Urban Food Systems;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Consumer and Environmental Safety: Food Packaging and Kitchenware;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Engaging with Controversies in the Food System;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Explore How Farmers Produce Food Sustainably;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Farm to Fork: Sustainable Food Production in a Changing Environment;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
How Food is Made. Understanding Food Processing Technologies;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Improving Food Production with Agricultural Technology and Plant Biotechnology;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Innovation in Arable Farming: Technologies for Sustainable Farming Systems;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Intellectual Property Management in the Food Sector: Safeguarding Your Trademarks in the Global Marketplace;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Life on Land: Ecology, Evolution, Challenges, and Solutions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Nutrition for Health and Sustainability;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Revolutionising the Food Chain with Technology;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Superfoods: Myths and Truths;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Sustainable Seafood: Barriers and Opportunities in the Fishing Industry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
The Regenerative Agriculture Revolution;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Trust in Our Food: Understanding Food Supply Systems;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Understanding Food Labels;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Understanding Food Supply Chains in a Time of Crisis;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Smart Urban Green Infrastructure;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Transit-Oriented Development for Climate Mitigation in Urban Centres;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Building Belonging in a Globalised and Mobile World;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Changing Urban Travel Behaviour for a Low-Carbon Transition;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Electric Mobility in the Age of Climate Change;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Fostering Inclusive Citizen Engagement in Urban Development;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Agriculture: Smart Food Urban Farming;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Blue Tomorrow: Understanding the Blue Economy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Environmental Philosophy: Addressing Humanity's Most Urgent Challenges;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Data Science for Climate Change;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Fashion Values: Cultures;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Ore Geology: In the Epicentre of the Fossil-Free Energy Transition;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Climate Literacy and Action for All;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Building Pathology: The Science Behind Why Buildings Fail;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Educating for Sustainable Development (ESD) in Schools and Universities;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Renewable Energy: Sustainable Electricity Supply with Microgrids;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Extinctions: Past and Present;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Learning for a Sustainable Future: Live at COP27;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Sustainable Transport in the UK;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Circular Economy: The Big Idea;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Intermediate German: Countries and Landscapes;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Intermediate German: Festivals and Traditions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Intermediate German: People and Lifestyles;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Spatial Circularity Strategies 1: Introduction to Spatial Planning for a Circular Economy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Spatial Circularity Strategies 2: Measuring Circularity Transitions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Spatial Circularity Strategies 3: Urban Metabolism and Methods for Systemic Analysis;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Spatial Circularity Strategies 4: Strategic Interventions for Spatial Planning;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Spatial Circularity Strategies: Introduction;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Introduction to Climate Justice and Equity;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Introduction to Teaching Sustainability and Climate Action;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
SMART Tourism and Responsible Travel;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Uniting for a Sustainable Future: An Introduction to Global Sustainability;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
Climate Solutions: Egypt;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;233 Courses
